0,0,0
Leon,10/07/2020,ye I'm used to doing that from making fish bait xd
Leon,10/07/2020,o
Leon,10/07/2020,do u think ppl would actually hire u
Leon,10/07/2020,to edit or proof read
Leon,10/07/2020,ye u should actually do it
Leon,10/07/2020,exchange for money tho? :thinking:
Leon,10/07/2020,yea well I'm saying u should exchange for money xd
Leon,10/07/2020,but okay xd
Leon,10/07/2020,goodnight :)
Leon,10/07/2020,hope ur notification problem gets fixed soon
Leon,10/07/2020,I'm getting kinda lonely from u not responding :pleading_face: /s
Leon,10/07/2020,bruh
Leon,10/07/2020,I dreamt that
Leon,10/07/2020,u were fkin dead
Leon,10/07/2020,actually idek if u died it was weird af
Leon,10/07/2020,I don't really remember anything lol
Leon,10/07/2020,but by the end of it u were alive again
Leon,10/07/2020,so
Leon,10/07/2020,idk
Leon,10/07/2020,and idk it was so weird
Leon,10/07/2020,I was telling u to drink motor oil
Leon,10/07/2020,for some reason
Leon,10/07/2020,yea
Leon,10/07/2020,and u were with dahyun from twice??
Leon,10/07/2020,idk why
Leon,10/07/2020,or maybe it was someone else
Leon,10/07/2020,but u were with another asian girl
Leon,10/07/2020,and I signed into minecraft when u were dead and there was guardian farms in all the ocean monuments and sweden(guy in our server) was making a magma slime farm in the overworld
Leon,10/07/2020,I have no idea tbh
Leon,10/07/2020,lmao
Leon,10/07/2020,yea idk
Leon,10/07/2020,and I think I accidently killed u
Leon,10/07/2020,or had something to do with it
Leon,10/07/2020,maybe I accidently killed someone else
Leon,10/07/2020,I was trying to hide the body lmao
Leon,10/07/2020,no I told u to drink motor oil after u were alive again :D
Leon,10/07/2020,ye
Leon,10/07/2020,it was so weird :(
Leon,10/07/2020,o
Leon,10/07/2020,ye sad times :(
Leon,10/07/2020,is this what neglect feels like? /s
Leon,10/07/2020,maybe it's your phone notifications have discord turned off
Leon,10/07/2020,@みどり
Leon,10/07/2020,@みどり u are gay
Leon,10/07/2020,ye ur phone is ded
Leon,10/07/2020,maybe I should just talk to u on tiktok DM from now on
Leon,10/07/2020,ok
Leon,10/07/2020,@みどり
Leon,10/07/2020,o
Leon,10/07/2020,what did u do
Leon,10/07/2020,o
Leon,10/07/2020,lol
Leon,10/07/2020,well glad it's working again
Leon,10/07/2020,yea bich nice try
Leon,10/07/2020,I'm here to stay >:)
Leon,10/07/2020,o
Leon,10/07/2020,
Leon,10/07/2020,no he's just decluttering his DMs
Leon,10/07/2020,
Leon,10/07/2020,O
Leon,10/07/2020,[14:57]
Leon,10/07/2020,ye u probably have a million ac traders
Leon,10/07/2020,
Leon,10/07/2020,o
Leon,10/07/2020,[14:57]
Leon,10/07/2020,:o
Leon,10/07/2020,
Leon,10/07/2020,O
Leon,10/07/2020,
Leon,10/07/2020,yea what
Leon,10/07/2020,
Leon,10/07/2020,o
Leon,10/07/2020,[14:58]
Leon,10/07/2020,yea
Leon,10/07/2020,
Leon,10/07/2020,it does for Oscar tho
Leon,10/07/2020,
Leon,10/07/2020,I think so
Leon,10/07/2020,
Leon,10/07/2020,maybe it was val not oscar
Leon,10/07/2020,
Leon,10/07/2020,but one of the two
Leon,10/07/2020,
Leon,10/07/2020,that we leech hotspot off of
Leon,10/07/2020,[15:00]
Leon,10/07/2020,can load up nsfw sites
Leon,10/07/2020,
Leon,10/07/2020,o
Leon,10/07/2020,[15:00]
Leon,10/07/2020,xddd
Leon,10/07/2020,
Leon,10/07/2020,ye why u trying to load it up tho
Leon,10/07/2020,
Leon,10/07/2020,oic
Leon,10/07/2020,
Leon,10/07/2020,o :thinking:
Leon,10/07/2020,ye
Leon,10/07/2020,next time ur at ur dad's
Leon,10/07/2020,step bro
Leon,10/07/2020,I'm stuck
Leon,10/07/2020,o
Leon,10/07/2020,xdd
Leon,10/07/2020,ur at ur at ur
Leon,10/07/2020,lmaoaoaoao
Leon,10/07/2020,wtf am I doing
Leon,10/07/2020,no not really
Leon,10/07/2020,I'm traumatised from u ded in my dream
Leon,10/07/2020,bruh
Leon,10/07/2020,so u were lying in bed awake while you are lying in bed asleep
Leon,10/07/2020,u went to ur brothers room to sleep? lol
Leon,10/07/2020,onii-chan i cant sleep :pleading_face:
Leon,10/07/2020,ye maybe if u fell asleep in ur dream you'd dream about dreaming about not being able to sleep again
Leon,10/07/2020,ye
Leon,10/07/2020,why would he still say it weird tho
Leon,10/07/2020,oic
Leon,10/07/2020,lol
Leon,10/07/2020,u should call him onii chan
Leon,10/07/2020,dodo airlines
Leon,10/07/2020,o
Leon,10/07/2020,lmao
Leon,10/07/2020,wha
Leon,10/07/2020,lmao okay xdd
Leon,10/07/2020,what's dottery tho
Leon,10/07/2020,o lmao
Leon,10/07/2020,u could make a YouTube short documentary on the history of martin nicknames
Leon,10/07/2020,bruh
Leon,10/07/2020,rice kristi
Leon,10/07/2020,like rice crispies but kristi version
Leon,10/07/2020,lol
Leon,10/07/2020,hi rice
Leon,10/07/2020,I'm dad
Leon,10/07/2020,O
Leon,10/07/2020,:o
Leon,10/07/2020,O
Leon,10/07/2020,:OO
Leon,10/07/2020,xdd
Leon,10/07/2020,it's not even raining here
Leon,10/07/2020,https://youtu.be/YidmA4DCjGc
Leon,10/07/2020,YouTube
Leon,10/07/2020,Toby Fox - Topic
Leon,10/07/2020,It's Raining Somewhere Else
Leon,10/07/2020,
Leon,10/07/2020,bruh kristi u should play undertale
Leon,10/07/2020,it's so good
Leon,10/07/2020,O
Leon,10/07/2020,u bought it?
Leon,10/07/2020,oic
Leon,10/07/2020,ye u should play
Leon,10/07/2020,o lol
Leon,10/07/2020,yea I should probably do same
Leon,10/07/2020,ur a log
Leon,10/07/2020,kristi
Leon,10/07/2020,what's brown and sticky
Leon,10/07/2020,a stick
Leon,10/07/2020,:rofl: :rofl: :joy: :joy: :joy:
Leon,10/07/2020,:weary: :ok_hand: :100: :100: :100:
Leon,10/07/2020,xdd
Leon,10/07/2020,o gl xd
Leon,10/07/2020,o
Leon,10/07/2020,how is it
Leon,10/07/2020,are u dying lol
Leon,10/07/2020,o :(
Leon,10/07/2020,ganbatte kristi
Leon,10/07/2020,omg omg
Leon,10/07/2020,there's berd plushies
Leon,10/07/2020,https://makeship.com/products/philbert-tommy
Leon,10/07/2020,Makeship Store
Leon,10/07/2020,Tommy Berd Plush
Leon,10/07/2020,"Get both Tommy & Philbert for $5 off, automatically applied at checkoutPhilbert: https://makeship.com/products/philbertThis product is a PRE-ORDER, it will ship September 20th-30th, 2020  Size: Height: 22 cmWidth: 26 cm Ships: September 20th-30th Shipping: For information on s..."
Leon,10/07/2020,
Leon,10/07/2020,john cook
Leon,10/07/2020,
Leon,10/07/2020,o :(
Leon,10/07/2020,did u manage to pick the weeds tho xd
Leon,10/07/2020,o naisu
Leon,10/07/2020,what
Leon,10/07/2020,bruh
Leon,10/07/2020,xddd
Leon,10/07/2020,we're not by the sea
Leon,10/07/2020,is there lol
Leon,10/07/2020,oops maybe there is then lmao
Leon,10/07/2020,tbh i don't remember what happens in love live lmao
Leon,10/07/2020,lol
Leon,10/07/2020,why
Leon,10/07/2020,o
Leon,10/07/2020,bruh arise is gay
Leon,10/07/2020,o
Leon,10/07/2020,lmao
Leon,10/07/2020,yea
Leon,10/07/2020,i told u
Leon,11/07/2020,wtf are u okay
Leon,11/07/2020,o
Leon,11/07/2020,lmao
Leon,11/07/2020,maybe giant to u
Leon,11/07/2020,visual representation of kristi's garden
Leon,11/07/2020,
Leon,11/07/2020,o
Leon,11/07/2020,ye
Leon,11/07/2020,i think so
Leon,11/07/2020,or at least i've not seen anything from him
Leon,11/07/2020,dunno tbh lol
Leon,11/07/2020,i wasn't very into offlinetv when it happened
Leon,11/07/2020,O
Leon,11/07/2020,okay lol take care xd
Leon,11/07/2020,hopefully ur hand gets better soon xd
Leon,11/07/2020,o yea lemme come over rq
Leon,11/07/2020,well there's a pressure point between ur thumb and index finger
Leon,11/07/2020,idk what it does tho xd
Leon,11/07/2020,o no preorders for lily's merch ends tmw
Leon,11/07/2020,
Leon,11/07/2020,visualised: man dead of boredom from placing animal crossing paths one by one (circa 2020)
Leon,11/07/2020,
Leon,11/07/2020,o ok
Leon,11/07/2020,yea rice just fixes anything
Leon,11/07/2020,didn't u know that
Leon,11/07/2020,if ur hand hurts just put it in rice overnight
Leon,11/07/2020,well ok xdd
Leon,11/07/2020,goodnight kristi :)
Leon,11/07/2020,oka so I spent like an hour making 80 fish baits
Leon,11/07/2020,so if ur up for it we can do some fishing tournament stuff tomorrow :)
Leon,11/07/2020,ah I just woke up
Leon,11/07/2020,fuck me
Leon,11/07/2020,I even set an alarm for 2
Leon,11/07/2020,woke up
Leon,11/07/2020,then just went back to sleep
Leon,11/07/2020,wanna fish at half 3
Leon,11/07/2020,o okay xd
Leon,11/07/2020,bruh i'm so tired
Leon,11/07/2020,o that's good i guess xd
Leon,11/07/2020,xdddd
Leon,11/07/2020,o why tho lol
Leon,11/07/2020,wow
Leon,11/07/2020,that's a bummer
Leon,11/07/2020,xdd
Leon,11/07/2020,ur gayer
Leon,11/07/2020,o dam
Leon,11/07/2020,if i'm gay ur gay too
Leon,11/07/2020,i'm taking u down with me
Leon,11/07/2020,>:)
Leon,11/07/2020,ye get fucked
Leon,11/07/2020,ye now ur sad that ur gay
Leon,11/07/2020,dare i say
Leon,11/07/2020,ur
Leon,11/07/2020,butthurt
Leon,11/07/2020,yes
Leon,11/07/2020,come over
Leon,11/07/2020,my parents aren't home
Leon,11/07/2020,"in fact, there's nobody home at the moment as i'm making rivers"
Leon,11/07/2020,ye idk xd
Leon,11/07/2020,ye
Leon,11/07/2020,my gates are open
Leon,11/07/2020,yes
Leon,11/07/2020,kristi are u coming to fish lol
Leon,11/07/2020,no i was just asking lol
Leon,11/07/2020,idk
Leon,11/07/2020,could u redeem ur stuff from the bug tournament at  ur island
Leon,11/07/2020,with points u got from my island
Leon,11/07/2020,uh lemme see
Leon,11/07/2020,nope
Leon,11/07/2020,should i come to ur island with the bait
Leon,11/07/2020,and i can see if the points transfer from island to island
Leon,11/07/2020,cos i already have some points
Leon,11/07/2020,oka are ur gates open
Leon,11/07/2020,ye i'm that kanon dreamfes card
Leon,11/07/2020,o
Leon,11/07/2020,yea that too lol
Leon,11/07/2020,oka will do
Leon,11/07/2020,like 110
Leon,11/07/2020,oka well i got a spare cooler
Leon,11/07/2020,ye u can have it xd
Leon,11/07/2020,np :)
Leon,11/07/2020,o lmaoo
Leon,11/07/2020,how many points did u have lmao
Leon,11/07/2020,how tf
Leon,11/07/2020,isn't there 13 items
Leon,11/07/2020,o ok xdd
Leon,11/07/2020,o
Leon,11/07/2020,good luck xd
Leon,11/07/2020,sad times xd
Leon,11/07/2020,ooh my parents are thinking about getting a new house :thinking:
Leon,11/07/2020,kristii
Leon,11/07/2020,o
Leon,11/07/2020,good work :)
Leon,11/07/2020,its 10pm jesus
Leon,11/07/2020,aw nice xd
Leon,11/07/2020,i'm guessing u won't wanna play mc then xd
Leon,11/07/2020,yea if ur tired its fine xd
Leon,11/07/2020,o okay xd
Leon,11/07/2020,nope
Leon,11/07/2020,i've watched gameplay tho
Leon,11/07/2020,o
Leon,11/07/2020,sure
Leon,11/07/2020,gonna  be very kirakira dokidoki
Leon,11/07/2020,o good job :))
Leon,12/07/2020,o
Leon,12/07/2020,where's the rest
Leon,12/07/2020,lol
Leon,12/07/2020,O
Leon,12/07/2020,i thought it's like
Leon,12/07/2020,frozen poker
Leon,12/07/2020,lmaoaoao
Leon,12/07/2020,like we have one piece poker somewhere
Leon,12/07/2020,and it's just poker cards but the pictures are one piece ppl
Leon,12/07/2020,o dam
Leon,12/07/2020,o
Leon,12/07/2020,i thought u wanted to go charity shop hunting
Leon,12/07/2020,o
Leon,12/07/2020,ic
Leon,12/07/2020,do u want paper cards or plastic tho
Leon,12/07/2020,u get plastic cards tho
Leon,12/07/2020,we have plastic and paper cards
Leon,12/07/2020,its like uno h2o material if you've ever used that
Leon,12/07/2020,or actually probably like regular uno
Leon,12/07/2020,idk i've not played uno in years lmao
Leon,12/07/2020,and yea
Leon,12/07/2020,we have 2 sets
Leon,12/07/2020,1 plastic 1 paper
Leon,12/07/2020,we also have card mahjong
Leon,12/07/2020,it's really shet
Leon,12/07/2020,and we have uno h2o
Leon,12/07/2020,ye but they'll last u longer
Leon,12/07/2020,probably
Leon,12/07/2020,o okay
Leon,12/07/2020,o wait charity shops are literally open rn
Leon,12/07/2020,they've been open for 2 weeks
Leon,12/07/2020,o rip lol
Leon,12/07/2020,ye i'll buy u one
Leon,12/07/2020,on amazon
Leon,12/07/2020,dw lol
Leon,12/07/2020,it's £3.18 for a pack of 2
Leon,12/07/2020,nop
Leon,12/07/2020,o
Leon,12/07/2020,do u want me to go charity shop hunting
Leon,12/07/2020,for u
Leon,12/07/2020,lmao
Leon,12/07/2020,idk
Leon,12/07/2020,any time
Leon,12/07/2020,i could do it tmw if u really wanted
Leon,12/07/2020,ye
Leon,12/07/2020,do u want
Leon,12/07/2020,lol
Leon,12/07/2020,o
Leon,12/07/2020,o
Leon,12/07/2020,yea i want to
Leon,12/07/2020,xd
Leon,12/07/2020,ye
Leon,12/07/2020,oka
Leon,12/07/2020,well sainsbury's actually sells cards for £2
Leon,12/07/2020,well that's what their site says
Leon,12/07/2020,but like
Leon,12/07/2020,its the same as the amazon one
Leon,12/07/2020,but the amazon is £3.20 for 2
Leon,12/07/2020,and sainsbury's is £2 for 1
Leon,12/07/2020,o
Leon,12/07/2020,ic
Leon,12/07/2020,ok xd
Leon,12/07/2020,what's the difference
Leon,12/07/2020,i don't think a nice flashy deck is gonna cost £2 only xd
Leon,12/07/2020,wtf
Leon,12/07/2020,
Leon,12/07/2020,its in the q&a section of an amazon card
Leon,12/07/2020,it doesn't matter if you're right handed or not tho
Leon,12/07/2020,does it ??
Leon,12/07/2020,also wanna play mccccccc
Leon,12/07/2020,o
Leon,12/07/2020,ok xd
Leon,12/07/2020,btw
Leon,12/07/2020,o
Leon,12/07/2020,no not really
Leon,12/07/2020,new league icons :thinking:
Leon,12/07/2020,
Leon,12/07/2020,:eyes: :sweat_drops: :sweat_drops:
Leon,12/07/2020,also teemo (bottom right)
Leon,12/07/2020,do be looking like tom nook
Leon,12/07/2020,ye
Leon,12/07/2020,lmaoaoao
Leon,12/07/2020,its okay
Leon,12/07/2020,season 10 ends in like a month
Leon,12/07/2020,so i'm trying to climb ranks
Leon,12/07/2020,so now i'm silver 2
Leon,12/07/2020,and thom wants to duo with me but i just patch him
Leon,12/07/2020,o yea i don't play owowatch either lmao
Leon,12/07/2020,ranks are
Leon,12/07/2020,iron -> bronze -> silver -> gold -> plat -> diamond -> masters
Leon,12/07/2020,each rank goes 1 to 4 with 4 being the worst
Leon,12/07/2020,and a cap of 100 LP which u gain from winning
Leon,12/07/2020,LP is the mmr system
Leon,12/07/2020,idk tbh lmao
Leon,12/07/2020,o wow it actually is league points
Leon,12/07/2020,that's kinda a stupid name xdddd
Leon,12/07/2020,"anyways after u reach master, there's no cap on 100LP to reach the next rank"
Leon,12/07/2020,so its like top x of the region
Leon,12/07/2020,"so once u get to masters, u just increase your LP until u get top 700 for grandmasters"
Leon,12/07/2020,then top 300 for challenger
Leon,12/07/2020,and then u can climb challenger to be number 1 for no reason
Leon,12/07/2020,what's owowatch like tho lol
Leon,12/07/2020,o
Leon,12/07/2020,lol
Leon,12/07/2020,bruh
Leon,12/07/2020,i don't have a ps4
Leon,12/07/2020,i think u should give me ur ps4
Leon,12/07/2020,i'll swap ur cards
Leon,12/07/2020,for a ps4
Leon,12/07/2020,seems good?
Leon,12/07/2020,ye
Leon,12/07/2020,its a good deal for me
Leon,12/07/2020,idk about u
Leon,12/07/2020,xddd
Leon,12/07/2020,u better be paying for shipping for those cards tho
Leon,12/07/2020,extra £2 for me to cycle all round town looking for them
Leon,12/07/2020,nah i have 0 cash
Leon,12/07/2020,and i mean i'd cycle even if i had cash
Leon,12/07/2020,cos its free
Leon,12/07/2020,some what lol
Leon,12/07/2020,what's a noodle melon
Leon,12/07/2020,a type of fruit??
Leon,12/07/2020,o
Leon,12/07/2020,noodle melon?
Leon,12/07/2020,what does it look like
Leon,12/07/2020,i did
Leon,12/07/2020,and i got this
Leon,12/07/2020,
Leon,12/07/2020,
Leon,12/07/2020,lmao yea i hear the edm all the way from here
Leon,12/07/2020,sharks fin
Leon,12/07/2020,lol
Leon,12/07/2020,yea well idk what it is xd
Leon,12/07/2020,well ok xdd
Leon,12/07/2020,yea ok 1 melon for cards xd
Leon,12/07/2020,o
Leon,12/07/2020,ok lol
Leon,12/07/2020,o lol
Leon,12/07/2020,well tbh u can have it for free
Leon,12/07/2020,its like no money
Leon,12/07/2020,cards
Leon,12/07/2020,ik there's ones next to the meadows
Leon,12/07/2020,i vaguely know where most of them are cos my mum goes to charity shops
Leon,12/07/2020,ye
Leon,12/07/2020,o why not
Leon,12/07/2020,my mum loves charity shops lol
Leon,12/07/2020,oic
Leon,12/07/2020,ye my mum doesn't give a shit and will just buy it cos its cheap
Leon,12/07/2020,lol
Leon,12/07/2020,o lmao
Leon,12/07/2020,maybe i should do a vlog
Leon,12/07/2020,yo what's up guys it's leon vlogs here back with another EPIC video
Leon,12/07/2020,!!!!!!!
Leon,12/07/2020,today i'm card hunting for my friend KRISTI!!!!! :D :D: D: :D :D :D
Leon,12/07/2020,but before we get into it be sure to SMASH that like button!!!!!!!
Leon,12/07/2020,if you don't i'm going to send the ghost of herobrine after u !!!1
Leon,12/07/2020,now just before the video starts
Leon,12/07/2020,i wanna introduce u to the sponsor of this video
Leon,12/07/2020,RAID SHADOW LEGENDS !!!!!
Leon,12/07/2020,this mobile game has the BEST graphics known to man!!!!
Leon,12/07/2020,and here's a funny section with a joke about some hero that makes my target demographic laugh
Leon,12/07/2020,:joy:
Leon,12/07/2020,"and to top it all off, the developers are going to be adding RAID SHADOW LEGENDS DREAMFES soon!!!!1!1!1"
Leon,12/07/2020,xddd
Leon,12/07/2020,yea so it's 7 minutes into the video now
Leon,12/07/2020,so now i'm gonna have 1 minute of content
Leon,12/07/2020,and then 2 minutes of outro and music
Leon,12/07/2020,and the video ends at 10:00
Leon,12/07/2020,yooo
Leon,12/07/2020,i just got a mounted blue marlin from a balloon
Leon,12/07/2020,wtf
Leon,12/07/2020,gulliver is an alien
Leon,12/07/2020,well he has a spaceship in the older games
Leon,12/07/2020,and wtf
Leon,12/07/2020,there's aliens broadcasting on tv
Leon,12/07/2020,o
Leon,12/07/2020,yea what she say lol
Leon,12/07/2020,o
Leon,12/07/2020,uhhhhhhhh
Leon,12/07/2020,well i'm probably gonna buy the cards still
Leon,12/07/2020,idk maybe i'll just slide it thru ur mailbox or smth xdd
Leon,12/07/2020,bruh peer pressure
Leon,12/07/2020,
Leon,12/07/2020,dam
Leon,12/07/2020,the peer pressure is real :pensive:
Leon,12/07/2020,yea well idc i'll get the cards for u xd
Leon,12/07/2020,o
Leon,12/07/2020,no
Leon,12/07/2020,lmao
Leon,12/07/2020,o
Leon,12/07/2020,xdddd
Leon,12/07/2020,ye what's happening tmw then
Leon,12/07/2020,if i came over would ur mum just tell me to fuc off
Leon,12/07/2020,and then push the cards back into my hands xd
Leon,12/07/2020,o
Leon,12/07/2020,okay lmao
Leon,12/07/2020,idk
Leon,12/07/2020,i'll probably be at urs like
Leon,12/07/2020,4-5
Leon,12/07/2020,?
Leon,12/07/2020,¯\_(ツ)_/¯
Leon,12/07/2020,like 2 probs
Leon,12/07/2020,or maybe i'll end up waking at 3:30 again tho
Leon,12/07/2020,so idk tbh lol
Leon,12/07/2020,oka
Leon,12/07/2020,when do u usually wake up lol
Leon,12/07/2020,o ok lol
Leon,12/07/2020,wait
Leon,12/07/2020,kristi
Leon,12/07/2020,today is
Leon,12/07/2020,sunday
Leon,12/07/2020,are charity shops even open
Leon,12/07/2020,on sunday
Leon,12/07/2020,idk cos they could be lazy fucs
Leon,12/07/2020,lol
Leon,12/07/2020,
Leon,12/07/2020,like so
Leon,12/07/2020,hm
Leon,12/07/2020,shelter is open xd
Leon,12/07/2020,cancer research closed :(
Leon,12/07/2020,british heart foundation isn't even open at all
Leon,12/07/2020,same with pdsa and oxfam
Leon,12/07/2020,uhm
Leon,12/07/2020,maybe i go hunting  tomorrow instead
Leon,12/07/2020,actually i'm going hunting for wild deer
Leon,12/07/2020,yea
Leon,12/07/2020,xdd
Leon,12/07/2020,or do u think shelter would have cards
Leon,12/07/2020,and i just go tmw
Leon,12/07/2020,"there's 2 shelters too, lmao"
Leon,12/07/2020,yea okay
Leon,12/07/2020,xd
Leon,12/07/2020,get some rest :)
Leon,12/07/2020,o
Leon,12/07/2020,i mean i could
Leon,12/07/2020,hm i'll try looking tomorrow i guess
Leon,12/07/2020,okay will do xd
Leon,12/07/2020,well u should sleep
Leon,12/07/2020,xd
Leon,12/07/2020,night :)
Leon,12/07/2020,107 bells kekw
Leon,12/07/2020,https://youtu.be/xVWZ6qpzTgc
Leon,12/07/2020,YouTube
Leon,12/07/2020,Yosuto
Leon,12/07/2020,when you're a fingerstyle guitarist but your meme appetite keeps ki...
Leon,12/07/2020,
Leon,12/07/2020,im in town lol
Leon,12/07/2020,ya im wearing the one u got me lol
Leon,12/07/2020,haven't found anything tho
Leon,12/07/2020,ok so I did this
Leon,12/07/2020,
Leon,12/07/2020,and there's only like 5 shops open and none had cards
Leon,12/07/2020,sorry I couldn't find any :(
Leon,12/07/2020,
Leon,12/07/2020,ye I got them tho xd
Leon,12/07/2020,2 decks for £2 :)
Leon,12/07/2020,yea a bit
Leon,12/07/2020,I literally died on my way to the city
Leon,12/07/2020,nah I'll come over
Leon,12/07/2020,xd
Leon,12/07/2020,wait like 45m
Leon,12/07/2020,I'll slide them thru ur post box
Leon,12/07/2020,letterbox?
Leon,12/07/2020,idk
Leon,12/07/2020,ye it's fine dw about it :)
Leon,12/07/2020,o ok xdd
Leon,12/07/2020,oka well I'm omw now xd
Leon,12/07/2020,ttyl :)
Leon,12/07/2020,want anything from starlight xd
Leon,12/07/2020,no not really xd
Leon,12/07/2020,but it's on the way
Leon,12/07/2020,so if u want anything
Leon,12/07/2020,no u
Leon,12/07/2020,no lol
Leon,12/07/2020,cos we ran out of bread and cereal
Leon,12/07/2020,o ye xddd
Leon,12/07/2020,near Cameron toll lmao
Leon,12/07/2020,o
Leon,12/07/2020,lmaoaoao
Leon,12/07/2020,tbh I'll probably get a bus to urs
Leon,12/07/2020,I'm dying
Leon,12/07/2020,o
Leon,12/07/2020,ok
Leon,12/07/2020,kristi
Leon,12/07/2020,I don't think I'm ok
Leon,12/07/2020,I feel sick
Leon,12/07/2020,lol
Leon,12/07/2020,idk
Leon,12/07/2020,Cameron toll
Leon,12/07/2020,I bought a pot pasta lol
Leon,12/07/2020,yea I might just go home for today
Leon,12/07/2020,sorry
Leon,12/07/2020,no
Leon,12/07/2020,idk
Leon,12/07/2020,ya
Leon,12/07/2020,I might go to Cameron toll toilets and just stick a finger down my throat lol
Leon,12/07/2020,yea
Leon,12/07/2020,sorry I couldn't get ur cards to u
Leon,12/07/2020,I didn't think I was this weak
Leon,12/07/2020,no it's fine lol
Leon,12/07/2020,bruh being indoors for 2 months just destroyed me
Leon,12/07/2020,don't feel bad kristi :(
Leon,12/07/2020,ok well now I don't feel like throwing up anymore lmao
Leon,12/07/2020,so yay
Leon,12/07/2020,and yea okay
Leon,12/07/2020,yee
Leon,12/07/2020,I'll come round tmw to deliver the cards ok?
Leon,12/07/2020,ye
Leon,12/07/2020,and I'll just take the bus tmw
Leon,12/07/2020,I cbb
Leon,12/07/2020,cycling
Leon,12/07/2020,sorry for worrying u kristi :(
Leon,12/07/2020,yea I will dw :)
Leon,12/07/2020,yea ur the pro at being sick xdd
Leon,12/07/2020,I've barely touched it lol
Leon,12/07/2020,I'm just sitting talking to u
Leon,12/07/2020,spicy chicken lol
Leon,12/07/2020,dam tho
Leon,12/07/2020,I'm weak af now
Leon,12/07/2020,I need to start going jogging at least lol
Leon,12/07/2020,cos thom wants to go camping in the pentlands with me and val but if I cycle for 4h in this state I'll just die halfway
Leon,12/07/2020,gotta do training arc
Leon,12/07/2020,o
Leon,12/07/2020,ok
Leon,12/07/2020,ya im better now
Leon,12/07/2020,probably gonna go home
Leon,12/07/2020,and just finish the pasta at home
Leon,12/07/2020,ye but like
Leon,12/07/2020,when I was on my way to Cameron toll legit the shaking from cycling in the road made me feel worse than walking xd
Leon,12/07/2020,I think I'm fine to cycle now tho xd
Leon,12/07/2020,oka I'm going home now xd
Leon,12/07/2020,no lol
Leon,12/07/2020,:D
Leon,12/07/2020,I bought a sparkling mango drink thing from Sainsbury's
Leon,12/07/2020,so that's probably what I would have threw up xdd
Leon,12/07/2020,the works lol
Leon,12/07/2020,yea I went up to princes street xdd
Leon,12/07/2020,oka I'm going home now
Leon,12/07/2020,ttyl :))
Leon,12/07/2020,tadaima
Leon,12/07/2020,:)
Leon,12/07/2020,dam that really do be the kristi experience
Leon,12/07/2020,3h outdoors and fkin dies
Leon,12/07/2020,i rate it a solid 4/10
Leon,12/07/2020,i guess it was just a mix of dehydration malnourishment overheat sleep depravation
Leon,12/07/2020,:DD
Leon,12/07/2020,:yum:
Leon,12/07/2020,yea for the most part
Leon,12/07/2020,sorry for making you worry like this
Leon,12/07/2020,lol
Leon,12/07/2020,probably
Leon,12/07/2020,xdd
Leon,12/07/2020,ye now u get the leon experience™️
Leon,12/07/2020,rate it out of 10
Leon,12/07/2020,o
Leon,12/07/2020,:(
Leon,12/07/2020,aw
Leon,12/07/2020,:(((((((
Leon,12/07/2020,no don't blame urself u lil shit it was 100% my fault
Leon,12/07/2020,ye but like
Leon,12/07/2020,i shouldn't have just thrown myself on the road like that
Leon,12/07/2020,if i just ate i think i would have been fine
Leon,12/07/2020,ye
Leon,12/07/2020,lol
Leon,12/07/2020,ye
Leon,12/07/2020,o yea fun fact
Leon,12/07/2020,when i was sleeping
Leon,12/07/2020,i dreamt that it was 1pm
Leon,12/07/2020,and i had to wake up
Leon,12/07/2020,to buy the cards
Leon,12/07/2020,so i woke up
Leon,12/07/2020,and it was 1pm exactly
Leon,12/07/2020,like wtf
Leon,12/07/2020,and my earliest alarm was 1:30
Leon,12/07/2020,i literally have no idea
Leon,12/07/2020,unless i just never slept and i was just hallucinating
Leon,12/07/2020,o
Leon,12/07/2020,why does ur head hurt
Leon,12/07/2020,o
Leon,12/07/2020,maybe u should be the one taking a rest
Leon,12/07/2020,brurh
Leon,12/07/2020,o yea whats up with ur bred
Leon,12/07/2020,u gonna just yeet it away when u go and get ur gloves?
Leon,12/07/2020,o
Leon,12/07/2020,okay xdd
Leon,12/07/2020,u should sleep :)
Leon,12/07/2020,O
Leon,12/07/2020,holy shit kristi are u ok
Leon,12/07/2020,maybe u should tell ur mum u have a headache
Leon,12/07/2020,yea i'm fine xd
Leon,12/07/2020,i'm like 80% recovery
Leon,12/07/2020,i'm just eating my pot pasta rn
Leon,12/07/2020,o oka
Leon,12/07/2020,ye u should
Leon,12/07/2020,get some rest
Leon,12/07/2020,so u don't die too
Leon,12/07/2020,yea okay :)
Leon,12/07/2020,dw kristi i'm fine :)
Leon,12/07/2020,was an interesting experience tho
Leon,12/07/2020,i think it's the first time i've overworked myself to the point of being sick
Leon,12/07/2020,yea :D
Leon,12/07/2020,o
Leon,12/07/2020,lol
Leon,12/07/2020,btw
Leon,12/07/2020,thanks for chatting with me when i was dying xd
Leon,12/07/2020,idk u just made me feel better talking to u xd
Leon,12/07/2020,well yea xd
Leon,12/07/2020,but thanks anyways lol
Leon,12/07/2020,tbh i wasn't really ill
Leon,12/07/2020,i just felt like throwing up
Leon,12/07/2020,yea
Leon,12/07/2020,idk tho
Leon,12/07/2020,imo it was pretty sick
Leon,12/07/2020,xdd
Leon,12/07/2020,O
